Timestamp;Light Intensity;Temperature in Celsius;Temperature in Fahrenheit
2022-04-09 00:25:48;2.88;16.06;60.91
2022-04-09 00:25:54;3.0;15.89;60.6
2022-04-09 00:26:00;2.88;16.04;60.87
2022-04-09 00:26:07;2.93;15.95;60.71
2022-04-09 00:26:13;2.81;15.76;60.36
2022-04-09 00:26:20;3.17;16.21;61.18
2022-04-09 00:26:26;2.93;15.91;60.64
2022-04-09 00:26:32;3.03;15.69;60.25
2022-04-09 00:26:39;2.98;15.95;60.71
2022-04-09 00:26:45;2.91;16.02;60.83
2022-04-09 00:26:52;2.86;16.0;60.79
2022-04-09 00:26:58;3.03;16.0;60.79
2022-04-09 00:27:04;2.93;15.87;60.56
2022-04-09 00:27:11;3.08;16.17;61.1
2022-04-09 00:27:17;3.0;15.82;60.48
2022-04-09 00:27:24;2.88;16.12;61.02
2022-04-09 00:27:30;2.93;16.04;60.87
2022-04-09 00:27:36;3.13;16.06;60.91
2022-04-09 00:27:43;2.95;16.08;60.95
2022-04-09 00:27:49;2.86;15.95;60.71
2022-04-09 00:27:56;2.93;15.82;60.48
2022-04-09 00:28:02;2.93;15.82;60.48
2022-04-09 00:28:08;3.13;15.91;60.64
2022-04-09 00:28:15;3.08;16.1;60.99
2022-04-09 00:28:21;3.0;15.74;60.33
2022-04-09 00:28:28;2.88;15.76;60.36
2022-04-09 00:28:34;2.95;15.78;60.4
2022-04-09 00:28:40;3.0;15.82;60.48
2022-04-09 00:28:47;3.05;15.8;60.44
2022-04-09 00:28:53;2.93;15.89;60.6
2022-04-09 00:29:00;2.95;16.08;60.95
2022-04-09 00:29:06;2.86;16.06;60.91
2022-04-09 00:29:13;2.95;15.87;60.56
2022-04-09 00:29:19;2.91;15.91;60.64
2022-04-09 00:29:25;2.88;15.89;60.6
2022-04-09 00:29:32;3.08;16.0;60.79
2022-04-09 00:29:38;2.88;15.95;60.71
2022-04-09 00:29:45;3.13;15.89;60.6
2022-04-09 00:29:51;2.98;15.91;60.64
2022-04-09 00:29:57;3.15;16.04;60.87
2022-04-09 00:30:04;2.95;15.82;60.48
2022-04-09 00:30:10;2.88;16.23;61.22
2022-04-09 00:30:17;3.03;15.97;60.75
2022-04-09 00:30:23;2.95;16.3;61.33
2022-04-09 00:30:29;3.05;16.43;61.57
2022-04-09 00:30:36;2.95;16.21;61.18
2022-04-09 00:30:42;2.88;15.78;60.4
2022-04-09 00:30:49;3.08;16.04;60.87
2022-04-09 00:30:55;2.95;15.65;60.17
2022-04-09 00:31:01;3.03;15.56;60.01
2022-04-09 00:31:08;3.08;15.74;60.33
2022-04-09 00:31:14;2.95;15.69;60.25
2022-04-09 00:31:21;3.15;15.76;60.36
2022-04-09 00:31:27;3.05;15.69;60.25
2022-04-09 00:31:33;3.0;15.63;60.13
2022-04-09 00:31:40;2.93;15.71;60.29
2022-04-09 00:31:46;2.93;16.47;61.64
2022-04-09 00:31:53;3.08;17.46;63.43
2022-04-09 00:31:59;2.76;15.97;60.75
2022-04-09 00:32:05;2.95;15.74;60.33
2022-04-09 00:32:12;3.08;15.95;60.71
2022-04-09 00:32:18;3.03;15.65;60.17
2022-04-09 00:32:25;2.88;15.76;60.36
2022-04-09 00:32:31;2.83;15.89;60.6
2022-04-09 00:32:37;2.88;15.52;59.94
2022-04-09 00:32:44;2.83;15.8;60.44
2022-04-09 00:32:50;2.93;15.74;60.33
2022-04-09 00:32:57;3.25;15.8;60.44
2022-04-09 00:33:03;2.98;16.49;61.68
2022-04-09 00:33:09;2.95;15.43;59.78
2022-04-09 00:33:16;2.93;15.54;59.98
2022-04-09 00:33:22;3.05;15.78;60.4
2022-04-09 00:33:29;2.98;15.97;60.75
2022-04-09 00:33:35;3.05;15.59;60.05
2022-04-09 00:33:41;2.91;15.87;60.56
2022-04-09 00:33:48;3.05;15.87;60.56
2022-04-09 00:33:54;2.91;15.87;60.56
2022-04-09 00:34:01;3.03;16.04;60.87
2022-04-09 00:34:07;2.95;16.04;60.87
2022-04-09 00:34:13;2.83;16.12;61.02
2022-04-09 00:34:20;2.88;16.51;61.72
2022-04-09 00:34:26;2.93;16.15;61.06
2022-04-09 00:34:33;2.88;16.38;61.49
2022-04-09 00:34:39;3.08;16.49;61.68
2022-04-09 00:34:45;3.08;16.28;61.3
2022-04-09 00:34:52;2.93;16.23;61.22
2022-04-09 00:34:58;3.03;16.21;61.18
2022-04-09 00:35:05;2.83;16.47;61.64
2022-04-09 00:35:11;2.93;16.3;61.33
2022-04-09 00:35:17;3.08;16.23;61.22
2022-04-09 00:35:24;2.95;16.4;61.53
2022-04-09 00:35:30;2.98;16.4;61.53
2022-04-09 00:35:37;2.98;16.15;61.06
2022-04-09 00:35:43;2.93;16.25;61.26
2022-04-09 00:35:49;2.86;16.3;61.33
2022-04-09 00:35:56;3.13;15.89;60.6
2022-04-09 00:36:02;2.88;16.17;61.1
2022-04-09 00:36:09;2.98;16.04;60.87
2022-04-09 00:36:15;3.03;16.04;60.87
2022-04-09 00:36:21;2.83;15.95;60.71
2022-04-09 00:36:28;2.86;16.19;61.14
2022-04-09 00:36:34;2.81;16.12;61.02
2022-04-09 00:36:41;2.76;15.91;60.64
2022-04-09 00:36:47;2.78;15.87;60.56
2022-04-09 00:36:54;2.76;15.89;60.6
2022-04-09 00:37:00;2.88;16.12;61.02
2022-04-09 00:37:06;2.76;16.47;61.64
2022-04-09 00:37:13;2.76;16.08;60.95
2022-04-09 00:37:19;2.91;16.12;61.02
2022-04-09 00:37:26;2.98;16.3;61.33
2022-04-09 00:37:32;2.81;16.3;61.33
2022-04-09 00:37:38;3.05;16.3;61.33
2022-04-09 00:37:45;2.86;16.47;61.64
2022-04-09 00:37:51;2.88;16.64;61.95
2022-04-09 00:37:58;2.78;16.66;61.99
2022-04-09 00:38:04;2.86;16.38;61.49
2022-04-09 00:38:10;2.76;16.38;61.49
2022-04-09 00:38:17;2.86;16.28;61.3
2022-04-09 00:38:23;2.86;16.12;61.02
2022-04-09 00:38:30;2.81;16.38;61.49
2022-04-09 00:38:36;2.93;16.06;60.91
2022-04-09 00:38:42;2.56;15.97;60.75
2022-04-09 00:38:49;2.93;16.08;60.95
2022-04-09 00:38:55;2.81;15.95;60.71
2022-04-09 00:39:02;2.78;15.87;60.56
2022-04-09 00:39:08;3.03;16.12;61.02
2022-04-09 00:39:14;2.93;16.47;61.64
2022-04-09 00:39:21;2.86;16.23;61.22
2022-04-09 00:39:27;2.81;16.34;61.41
2022-04-09 00:39:34;2.81;16.6;61.88
2022-04-09 00:39:40;2.86;16.23;61.22
2022-04-09 00:39:46;2.81;16.32;61.37
2022-04-09 00:39:53;2.88;16.23;61.22
2022-04-09 00:39:59;2.86;16.32;61.37
2022-04-09 00:40:06;2.88;16.08;60.95
2022-04-09 00:40:12;2.88;16.32;61.37
2022-04-09 00:40:18;2.93;16.25;61.26
2022-04-09 00:40:25;2.93;15.89;60.6
2022-04-09 00:40:31;3.32;16.17;61.1
2022-04-09 00:40:38;3.39;15.8;60.44
2022-04-09 00:40:44;3.03;15.84;60.52
2022-04-09 00:40:50;3.08;16.15;61.06
2022-04-09 00:40:57;3.13;16.02;60.83
2022-04-09 00:41:03;3.03;16.08;60.95
2022-04-09 00:41:10;3.0;16.15;61.06
2022-04-09 00:41:16;3.13;16.08;60.95
2022-04-09 00:41:22;3.15;16.23;61.22
2022-04-09 00:41:29;3.17;16.12;61.02
2022-04-09 00:41:35;3.15;16.04;60.87
2022-04-09 00:41:42;3.2;15.95;60.71
2022-04-09 00:41:48;3.08;15.95;60.71
2022-04-09 00:41:54;3.13;15.89;60.6
2022-04-09 00:42:01;3.03;16.3;61.33
2022-04-09 00:42:07;3.22;15.89;60.6
2022-04-09 00:42:14;3.15;15.95;60.71
2022-04-09 00:42:20;3.17;15.87;60.56
2022-04-09 00:42:26;3.13;15.87;60.56
2022-04-09 00:42:33;3.15;16.08;60.95
2022-04-09 00:42:39;3.17;16.1;60.99
2022-04-09 00:42:46;3.05;16.51;61.72
2022-04-09 00:42:52;3.32;16.32;61.37
2022-04-09 00:42:58;3.2;16.1;60.99
2022-04-09 00:43:05;3.13;16.04;60.87
2022-04-09 00:43:11;3.17;16.23;61.22
2022-04-09 00:43:18;3.1;16.08;60.95
2022-04-09 00:43:24;3.25;16.43;61.57
2022-04-09 00:43:30;3.2;16.28;61.3
2022-04-09 00:43:37;2.98;16.38;61.49
2022-04-09 00:43:43;3.08;16.23;61.22
2022-04-09 00:43:50;3.08;16.06;60.91
2022-04-09 00:43:56;3.03;16.32;61.37
2022-04-09 00:44:02;3.13;16.21;61.18
2022-04-09 00:44:09;3.17;16.34;61.41
2022-04-09 00:44:15;3.27;16.15;61.06
2022-04-09 00:44:22;3.22;16.1;60.99
2022-04-09 00:44:28;3.27;16.08;60.95
2022-04-09 00:44:35;3.34;15.97;60.75
2022-04-09 00:44:41;3.27;16.06;60.91
2022-04-09 00:44:47;3.15;16.96;62.54
2022-04-09 00:44:54;3.15;15.89;60.6
2022-04-09 00:45:00;3.25;16.25;61.26
2022-04-09 00:45:07;3.2;15.93;60.67
2022-04-09 00:45:13;3.13;16.25;61.26
2022-04-09 00:45:19;3.17;16.15;61.06
2022-04-09 00:45:26;2.95;16.0;60.79
2022-04-09 00:45:32;3.2;16.15;61.06
2022-04-09 00:45:39;3.13;16.21;61.18
2022-04-09 00:45:45;3.25;16.34;61.41
2022-04-09 00:45:51;3.08;16.23;61.22
2022-04-09 00:45:58;3.08;16.38;61.49
2022-04-09 00:46:04;3.08;16.06;60.91
2022-04-09 00:46:11;3.15;15.93;60.67
2022-04-09 00:46:17;3.05;15.78;60.4
2022-04-09 00:46:23;3.17;16.0;60.79
2022-04-09 00:46:30;3.17;16.04;60.87
2022-04-09 00:46:36;3.17;16.84;62.3
2022-04-09 00:46:43;3.17;16.17;61.1
2022-04-09 00:46:49;3.03;16.34;61.41
2022-04-09 00:46:55;3.15;15.91;60.64
2022-04-09 00:47:02;3.2;16.23;61.22
2022-04-09 00:47:08;3.25;15.8;60.44
2022-04-09 00:47:15;3.2;15.91;60.64
2022-04-09 00:47:21;3.2;15.69;60.25
2022-04-09 00:47:27;3.32;15.71;60.29
2022-04-09 00:47:34;3.25;16.08;60.95
2022-04-09 00:47:40;3.17;16.0;60.79
2022-04-09 00:47:47;3.22;16.0;60.79
2022-04-09 00:47:53;3.13;16.28;61.3
2022-04-09 00:47:59;3.34;16.17;61.1
2022-04-09 00:48:06;3.34;16.21;61.18
2022-04-09 00:48:12;3.34;16.06;60.91
2022-04-09 00:48:19;3.17;16.04;60.87
2022-04-09 00:48:25;2.91;16.08;60.95
2022-04-09 00:48:31;3.22;16.0;60.79
2022-04-09 00:48:38;3.15;15.87;60.56
2022-04-09 00:48:44;3.17;15.67;60.21
2022-04-09 00:48:51;3.17;15.78;60.4
2022-04-09 00:48:57;3.27;16.1;60.99
2022-04-09 00:49:03;3.15;16.04;60.87
2022-04-09 00:49:10;3.15;15.84;60.52
2022-04-09 00:49:16;3.08;16.21;61.18
2022-04-09 00:49:23;3.13;16.0;60.79
2022-04-09 00:49:29;3.03;15.82;60.48
2022-04-09 00:49:35;3.15;16.17;61.1
2022-04-09 00:49:42;3.15;16.0;60.79
2022-04-09 00:49:48;3.25;16.0;60.79
2022-04-09 00:49:55;3.17;16.4;61.53
2022-04-09 00:50:01;3.13;16.15;61.06
2022-04-09 00:50:07;3.03;16.4;61.53
2022-04-09 00:50:14;3.2;16.08;60.95
2022-04-09 00:50:20;3.13;16.1;60.99
2022-04-09 00:50:27;3.32;16.32;61.37
2022-04-09 00:50:33;3.17;16.12;61.02
2022-04-09 00:50:39;3.17;16.17;61.1
2022-04-09 00:50:46;3.2;16.45;61.61
2022-04-09 00:50:52;3.2;16.34;61.41
2022-04-09 00:50:59;3.08;16.43;61.57
2022-04-09 00:51:05;3.05;16.34;61.41
2022-04-09 00:51:11;3.13;16.28;61.3
2022-04-09 00:51:18;3.15;16.15;61.06
2022-04-09 00:51:24;3.32;16.25;61.26
2022-04-09 00:51:31;3.13;16.23;61.22
2022-04-09 00:51:37;3.1;16.3;61.33
2022-04-09 00:51:44;3.22;16.1;60.99
2022-04-09 00:51:50;3.22;16.28;61.3
2022-04-09 00:51:56;3.15;16.45;61.61
2022-04-09 00:52:03;3.32;16.21;61.18
2022-04-09 00:52:09;3.15;16.25;61.26
2022-04-09 00:52:16;3.08;15.95;60.71
2022-04-09 00:52:22;3.2;16.34;61.41
2022-04-09 00:52:28;3.17;16.08;60.95
2022-04-09 00:52:35;3.34;16.0;60.79
2022-04-09 00:52:41;3.17;16.28;61.3
2022-04-09 00:52:48;3.34;16.17;61.1
2022-04-09 00:52:54;3.2;16.25;61.26
2022-04-09 00:53:00;3.17;16.3;61.33
2022-04-09 00:53:07;3.08;16.25;61.26
2022-04-09 00:53:13;3.17;16.43;61.57
2022-04-09 00:53:20;3.08;16.38;61.49
2022-04-09 00:53:26;3.15;16.32;61.37
2022-04-09 00:53:32;3.17;16.12;61.02
2022-04-09 00:53:39;3.2;16.25;61.26
2022-04-09 00:53:45;3.17;16.1;60.99
2022-04-09 00:53:52;3.15;15.89;60.6
2022-04-09 00:53:58;3.37;16.08;60.95
2022-04-09 00:54:04;3.37;15.82;60.48
2022-04-09 00:54:11;3.17;15.8;60.44
2022-04-09 00:54:17;3.34;15.89;60.6
2022-04-09 00:54:24;3.32;15.76;60.36
2022-04-09 00:54:30;3.25;16.04;60.87
2022-04-09 00:54:36;3.13;16.08;60.95
2022-04-09 00:54:43;3.2;16.0;60.79
2022-04-09 00:54:49;3.13;16.15;61.06
2022-04-09 00:54:56;3.32;16.32;61.37
2022-04-09 00:55:02;3.37;16.34;61.41
2022-04-09 00:55:08;3.15;16.3;61.33
2022-04-09 00:55:15;3.15;16.51;61.72
2022-04-09 00:55:21;3.22;16.34;61.41
2022-04-09 00:55:28;3.13;16.34;61.41
2022-04-09 00:55:34;3.17;16.68;62.03
2022-04-09 00:55:40;3.13;16.45;61.61
2022-04-09 00:55:47;3.22;16.58;61.84
2022-04-09 00:55:53;3.15;16.06;60.91
2022-04-09 00:56:00;3.2;16.12;61.02
2022-04-09 00:56:06;3.03;16.58;61.84
2022-04-09 00:56:12;3.25;16.17;61.1
2022-04-09 00:56:19;3.05;16.21;61.18
2022-04-09 00:56:25;3.27;16.34;61.41
2022-04-09 00:56:32;3.13;16.49;61.68
2022-04-09 00:56:38;3.08;16.1;60.99
2022-04-09 00:56:44;3.03;16.64;61.95
2022-04-09 00:56:51;3.15;16.43;61.57
2022-04-09 00:56:57;3.03;16.34;61.41
2022-04-09 00:57:04;3.15;16.34;61.41
2022-04-09 00:57:10;3.17;16.71;62.07
2022-04-09 00:57:16;3.22;16.64;61.95
2022-04-09 00:57:23;3.22;16.73;62.11
2022-04-09 00:57:29;3.2;16.66;61.99
2022-04-09 00:57:36;3.08;16.51;61.72
2022-04-09 00:57:42;3.17;16.43;61.57
2022-04-09 00:57:48;3.15;16.49;61.68
2022-04-09 00:57:55;3.13;16.47;61.64
2022-04-09 00:58:01;3.05;16.62;61.92
2022-04-09 00:58:08;3.13;16.43;61.57
2022-04-09 00:58:14;3.27;16.51;61.72
2022-04-09 00:58:20;3.17;16.47;61.64
2022-04-09 00:58:27;3.13;16.34;61.41
2022-04-09 00:58:33;3.15;16.66;61.99
2022-04-09 00:58:40;3.05;16.64;61.95
2022-04-09 00:58:46;3.22;16.73;62.11
2022-04-09 00:58:52;3.15;16.38;61.49
2022-04-09 00:58:59;3.05;16.23;61.22
2022-04-09 00:59:05;3.08;16.17;61.1
2022-04-09 00:59:12;3.15;16.23;61.22
2022-04-09 00:59:18;3.22;16.51;61.72
2022-04-09 00:59:24;3.34;17.12;62.81
